brand,channel,sku,product,cm_source,months_active,last_sale_month,net_sales_l3m,net_sales_p3m,net_sales_l6m,cm1_l6m,cm2_l6m,cm3_l6m,ad_spend_l6m,cm3_p6m,net_sales_p6m,net_sales_ttm,cm3_ttm,net_sales_l2m,neg_cm3_months,cm_months_l6m,cm3_pct_l6m,cm3_pct_p6m,cm1_pct_l6m,cm2_pct_l6m,cm3_improving_pp,sales_trend_pct,launch_month,censored,source,age_months,vol_tier,margin_tier,cluster,cm3_target,verdict,reasons,review_month,country_verdicts,n_markets,n_markets_action,manual
Vegavero,Amazon,VV-VITA-227,"Olio di Enotera e Borragine BIO | L’UNICO VEGANO | Pressato a Freddo con 10,5% e 20,5% di GLA | per Sindrome Premestruale e Menopausa | Senza additivi | 90 capsule",actual,12,2026-06,18710.59,18940.94,37651.53,22328.34,9731.16,6763.62,-2967.55,11434.23,41648.2,79299.73,18197.85,12751.58,0,6,17.96373215112374,27.4543197545152,59.302610013457624,25.84532421391641,-9.490587603391461,-1.216148723347408,2024-07,True,first-sale proxy,23.0,2,2,2-2,21.416539863729678,Watch,between target and broken - no trigger fired,2026-06,DE:Watch|ES:Scale|FR:Fix|GB:Fix|IE:Watch|IT:Watch,6,2,False
Vegavero,Amazon,VV-VITA-228,"Vitamina D3 + K2 MK7 | VEGAN | Vitamine di Marca dall’Europa | K2 >99% all-trans MK-7 K2VITAL | Alta Biodisponibilità | per Ossa, Denti e Sistema Immunitario | Cruelty Free | Vegavero",actual,12,2026-06,43127.049999999996,36135.810000000005,79262.86,45281.54,19436.61,5243.81,-14192.72,26700.54,109050.38,188313.24,31944.35,29370.55,5,6,6.615721411011412,24.48459143379418,57.128319619049826,24.521711681864623,-17.868870022782765,19.34712408549854,2024-07,True,first-sale proxy,23.0,1,3,3-1,19.028570504798278,Fix,CM3% 6.6 vs target 19.0,2026-06,DE:Fix|ES:Fix|FR:Fix|GB:Fix|IE:Fix|IT:Watch|NL:Scale,7,5,False
Vegavero,Amazon,VV-VITA-230,"Vegavero Berberine HCL 1000 mg | 50:1 Barberry Extract 97% Berberin | with Black Garlic Extract, Chromium and Piperine | NO Additives, Lab-Tested | Blood Sugar Levels Supplement | Vegan",actual,12,2026-06,18189.920000000002,144892.66,163082.58000000002,88422.73,40509.71,28752.960000000003,-11756.74,51195.7,198947.51,362030.09,79948.66,1540.0900000000001,2,6,17.630920482126296,25.733270046958616,54.219604570886716,24.839998238929013,-8.10234956483232,-87.44593411426087,2024-07,True,first-sale proxy,23.0,1,2,2-1,23.36991246037588,Fix,CM3% 17.6 vs target 23.4,2026-06,DE:Defend|ES:Watch|FR:Fix|GB:Fix|IE:Fix|IT:Defend|NL:Defend,7,3,False
Vegavero,Amazon,VV-VITA-231,"Vegavero Integratore INOSITOLO | Myo & D Chiro Inositol, Folato 5-MTHF, Cromo, Zinco e Vitamina B6 | PCOS e Ovaio Policistico | Certificato in Laboratorio",actual,12,2026-06,126642.98,140683.38999999998,267326.37,170360.34,91920.63,56292.39,-35628.1,144813.1,395618.61,662944.98,201105.49,112151.38,2,6,21.057552234745867,36.60421839104081,63.727472901382676,34.38517120477116,-15.546666156294943,-9.98014762083853,2024-07,True,first-sale proxy,23.0,1,1,1-1,20.096273834143826,Defend,"top seller at target margin, momentum flat",2026-06,DE:Watch|ES:Defend|FR:Watch|GB:Fix|IE:Watch|IT:Defend|NL:Defend,7,1,False
Vegavero,Amazon,VV-VITA-236,"MACA Peruviana Vegavero® | L’UNICA con 0,2% di Macamidi e Macaeni | Fornitura per 6 mesi | 180 capsule | Vegan Maca Root",actual,2,2025-08,,,,,,,,614.0600000000001,2029.6499999999999,2029.6499999999999,614.0600000000001,,0,0,,30.25447737294608,,,,,2024-07,True,first-sale proxy,23.0,3,,,18.09847455965314,No data,fewer than 3 months with sales,2026-06,DE:No data|ES:No data|FR:No data|GB:No data|IT:No data|NL:No data,6,0,False
Vegavero,Amazon,VV-VITA-237,Colina Trio | Bitartrato + Citicolina + Fosfatidilcolina | per Fegato e Metabolismo | Certificato in Laboratorio | Vegano e Senza Additivi | Vegavero®,actual,12,2026-06,74328.33,90126.18,164454.51,112141.12,57909.04,45194.450000000004,-12714.64,59421.97,169128.86000000002,333583.37,104616.42,59737.31,1,6,27.481429363050005,35.13413973227277,68.18975046655758,35.21280140021699,-7.652710369222767,-17.52859158126972,2024-07,True,first-sale proxy,23.0,1,1,1-1,20.085270386481113,Defend,"top seller at target margin, momentum negative",2026-06,BE:No data|DE:Defend|ES:Defend|FR:Defend|GB:Fix|IE:Scale|IT:Defend|NL:Defend,8,1,False
Vegavero,Amazon,VV-VITA-243,"Complexe de Magnesium 375 mg | 180 Gélules | 4 FORMES - Bisglycinate, Malate, Citrate et Taurate | Avec Vitamine B2 & B6 | Absorption Supérieure | Sans Additifs & Vegan | Vegavero®",actual,12,2026-06,131627.25,131571.81,263199.06,161362.35,74681.41,30935.53,-43746.0,96625.52,335228.5,598427.56,127561.05,87262.3,4,6,11.753662798035828,28.8237784078621,61.308102696111455,28.374497234146656,-17.070115609826274,0.04213668566237884,2024-07,True,first-sale proxy,23.0,1,3,3-1,19.92439905608458,Fix,CM3% 11.8 vs target 19.9,2026-06,DE:Fix|ES:Fix|FR:Fix|GB:Watch|IE:Fix|IT:Fix|NL:Watch,7,5,False
Vegavero,Amazon,VV-VITA-247,"Vegavero Astaxanthin Antioxidant Supplement 8 mg | Natural Oil from Algae | NO Additives, Lab-Tested | AstaZine | 60 Capsules | Vegan",actual,12,2026-06,37584.18,42539.44,80123.62,44129.38,17893.5,8404.43,-9489.01,18792.44,79722.8,159846.41999999998,27196.87,25941.059999999998,5,6,10.489328864572022,23.572227769220348,55.07661785625761,22.33236591157514,-13.082898904648326,-11.6486253697745,2024-07,True,first-sale proxy,23.0,1,3,3-1,19.795958508779865,Fix,CM3% 10.5 vs target 19.8,2026-06,DE:Fix|ES:Watch|FR:Fix|GB:Exit|IE:Fix|IT:Defend|NL:No data,7,4,False
Vegavero,Amazon,VV-VITA-248,"Vegavero BIOLOGISCHE Oregano-olie | 90 veganistische capsules | 90 mg Carvacrol | met 2,75% thymol | Laboratorium getest | 100% oregano-olie biologisch | Veganistisch en zonder toevoegingen",actual,12,2026-06,65172.19,81598.3,146770.49,90535.45,44192.62,24884.92,-19307.41,73224.26,233670.83,380441.32,98109.18,42852.41,4,6,16.954988703791887,31.33650015280042,61.68504990342405,30.11001734749268,-14.381511449008531,-20.130456149208992,2024-07,True,first-sale proxy,23.0,1,2,2-1,21.228468495146632,Watch,between target and broken - no trigger fired,2026-06,DE:Defend|ES:Fix|FR:Defend|GB:Fix|IE:Scale|IT:Watch|NL:Watch,7,2,False
Vegavero,Amazon,VV-VITA-248-V,"Vegavero BIOLOGISCHE Oregano-olie | 180 veganistische capsules | 90 mg Carvacrol | met 2,75% thymol | Laboratorium getest | 100% oregano-olie biologisch | Veganistisch en zonder toevoegingen",actual,5,2026-06,9987.539999999999,10771.15,20758.69,10359.36,5271.0,2981.32,-2289.67,,,20758.69,2981.32,5277.53,3,5,14.36179257939687,,49.90372706562891,25.39177568526723,,-7.275082047877901,2026-02,False,first-sale proxy,4.0,3,2,2-3,21.4469666691877,Incubate,launched 2026-02 (4m ago),2026-06,DE:Incubate|ES:Incubate|FR:Incubate|GB:Incubate|IE:Incubate|IT:Incubate|NL:Incubate,7,0,False
Vegavero,Amazon,VV-VITA-249,Vegavero Saccharomyces Boulardii | Prebiotic and Probiotic Supplements | NO Additives | 7 Billion CFU per Capsule | 350 mg S. Boulardi & 150mg S. Cerevisiae | Vegan,actual,12,2026-06,26933.79,47318.24,74252.03,47890.21,24650.32,20770.989999999998,-3879.39,26883.27,79078.74,153330.77,47654.26,25969.13,1,6,27.973632505400857,33.99557200835521,64.49683597876044,33.19817653470215,-6.021939502954353,-43.07947632878991,2024-07,True,first-sale proxy,23.0,1,1,1-1,20.06825191275698,Defend,"top seller at target margin, momentum negative",2026-06,DE:Defend|ES:Defend|FR:Watch|GB:Watch|IE:No data|IT:Watch|NL:No data,7,0,False
Vegavero,Amazon,VV-VITA-250,Bacopa Monnieri BIO Vegavero® | 180 Comprimés | Nootropic : Mémoire + Focus | Unique : Brahmi BIOLOGIQUE Avec Bacosides | Vegan,actual,12,2026-06,40669.53,70995.84,111665.37,70358.05,30882.07,20615.17,-10267.05,38005.05,131079.01,242744.38,58620.22,32171.24,1,6,18.461560643196723,28.99400140419126,63.007940599668466,27.655906213358715,-10.532440760994536,-42.71561545014468,2024-07,True,first-sale proxy,23.0,1,2,2-1,21.428213826915375,Watch,between target and broken - no trigger fired,2026-06,DE:Watch|ES:Fix|FR:Watch|GB:Fix|IE:Watch|IT:Defend|NL:Defend|SE:No data,8,2,False
Vegavero,Amazon,VV-VITA-252,SHIITAKE Kapslar Vegavero ® | med 750 mg shiitake-extrakt per kapsel | 40% polysackarider & 30% betaglukan | 100% NATURLIGT & VEGANISKT | utan tillsatser | 120 kapslar,actual,12,2026-06,21457.97,29876.31,51334.28,30171.99,13941.48,10322.7,-3618.77,15076.74,52307.67,103641.95,25399.44,15139.4,4,6,20.108785006821954,28.823191704008227,58.77551998391718,27.158226432707345,-8.714406697186273,-28.177308375766618,2024-07,True,first-sale proxy,23.0,2,1,1-2,19.61721307834328,Watch,between target and broken - no trigger fired,2026-06,DE:Watch|ES:Scale|FR:Fix|GB:Fix|IE:Watch|IT:Defend|NL:Watch|SE:No data,8,2,False
Vegavero,Amazon,VV-VITA-256,Pumpkin Seed Oil Vegavero | El Único Orgánico | Aceite Semillas Calabaza | 180 Cápsulas | Prensado En Frío | Sin Aditivos & Vegano | Incontinencia & Próstata | Sin Gelatina,actual,12,2026-06,75916.61,58902.04,134818.65,73961.73,33267.3,21760.86,-11506.56,50797.36,198185.95,333004.6,72558.22,53523.15,1,6,16.14083808137821,25.631161038408624,54.86016215115639,24.675591989683923,-9.490322957030415,28.886215146368443,2024-07,True,first-sale proxy,23.0,1,2,2-1,23.065431592902918,Fix,CM3% 16.1 vs target 23.1,2026-06,DE:Watch|ES:Watch|FR:Fix|GB:Fix|IE:Watch|IT:Scale|NL:Watch,7,2,False
Vegavero,Amazon,VV-VITA-257,Vegavero BIOLOGISCHE Lecithine capsules | 1800 mg zonnebloemlecithine | VEGANISCH | Koudgeperst | 15% Fosfatidylcholine | Zonnebloemlecithine – geen sojalecithine | 120 capsules,actual,12,2026-06,75196.15,48745.08,123941.23,64656.11,27494.11,14350.91,-13143.24,34947.55,136094.14,260035.37,49298.46,51810.58,1,6,11.57880230815847,25.67895281898251,52.16674870823857,22.183183110253143,-14.100150510824038,54.26408162628924,2024-07,True,first-sale proxy,23.0,1,3,3-1,21.975770829602908,Fix,CM3% 11.6 vs target 22.0,2026-06,DE:Fix|ES:Watch|FR:Fix|GB:Fix|IE:Fix|IT:Scale|NL:Watch,7,4,False
Vegavero,Amazon,VV-VITA-258,Flaxseed Oil Vegavero | Orgánico | Omega 3 + 6 + 9 Natural | Ácido Linoleico + Alfa Linoleico | Sin Aditivos | Alternativa Aceite Pescado | Cápsulas Sin Gelatina | 120 Cápsulas,actual,12,2026-06,10475.63,12356.53,22832.16,14513.27,6986.03,5218.74,-1767.29,8417.800000000001,26328.4,49160.56,13636.54,7224.97,2,6,22.856970168394053,31.97231886479999,63.565032830884164,30.597324125268916,-9.115348696405938,-15.22191100575972,2024-07,True,first-sale proxy,23.0,2,1,1-2,20.898506853664802,Watch,between target and broken - no trigger fired,2026-06,DE:Watch|ES:Watch|FR:Harvest|GB:Fix|IE:Fix|IT:Watch|NL:Harvest,7,2,False
Vegavero,Amazon,VV-VITA-259,"Vegavero Mushroom Complex | High Strength Extracts | Reishi, Cordyceps, Chaga, Lions Mane, Shiitake & Agaricus | NO Additives | 120 Capsules | Vegan",actual,12,2026-06,23316.4,24871.59,48187.99,28670.46,14090.25,9808.93,-4281.32,16168.16,54412.07,102600.06,25977.09,15769.34,2,6,20.355549173144595,29.714289494959484,59.49710705924858,29.24016959412501,-9.358740321814889,-6.252877278855105,2024-07,True,first-sale proxy,23.0,2,1,1-2,19.25265042982431,Scale,"CM3% 20.4 >= target, sales -6% 3m",2026-06,DE:Scale|ES:Defend|FR:Fix|GB:Fix|IE:Watch|IT:Defend,6,2,False
Vegavero,Amazon,VV-VITA-262,Myrtille + Écorce de Pin BIO Vegavero® | Extraits Fortement Dosés | Sans Additifs | Avec Proanthocyanidines (OPC) | Antioxydant Puissant + Yeux | 90 Gélules | VEGAN,actual,12,2026-06,10518.61,15161.44,25680.05,12816.85,4761.3,3286.06,-1475.19,6952.8,34956.23,60636.28,10238.86,8742.45,4,6,12.796158885983477,19.890016743796455,49.90975484860816,18.540851750678055,-7.093857857812978,-30.62261895967665,2024-07,True,first-sale proxy,23.0,2,2,2-2,21.4881958703931,Fix,CM3% 12.8 vs target 21.5,2026-06,DE:Watch|ES:Harvest|FR:Harvest|GB:Fix|IE:Harvest|IT:Watch|NL:Harvest,7,1,False
Vegavero,Amazon,VV-VITA-264,Artemisa Vegavero | 2% Flavonoides | Dosis Más Alta: 4800 mg | Síndrome Premenstrual + Menstruación Dolor + Dismenorrea | Extracto 8:1 | Artemisia Vulgaris | Vegano & Sin Aditivos | 180 Cápsulas,actual,12,2026-06,20070.04,19234.55,39304.59,27622.34,15322.37,11575.99,-3746.36,21308.22,52209.15,91513.74,32884.21,13668.88,2,6,29.452005478240583,40.81319079126935,70.27764441761128,38.98366577542217,-11.361185313028766,4.34369402975376,2024-07,True,first-sale proxy,23.0,2,1,1-2,20.911903468604823,Scale,"CM3% 29.5 >= target, sales +4% 3m",2026-06,DE:Defend|ES:Scale|FR:Defend|GB:Watch|IE:Watch|IT:Watch|NL:Watch,7,0,False
Vegavero,Amazon,VV-VITA-265,"Ginkgo Biloba + Ginseng | 12.000 mg Máxima Dosificación | Circulación Sanguínea, Memoria, Concentración | Sin Aditivos | Probado en Laboratorio | Vegavero",actual,12,2026-06,11090.76,12799.51,23890.27,13501.69,5716.79,4079.94,-1636.91,6432.25,26170.05,50060.32,10512.19,7367.29,0,6,17.077831267708568,24.578669127494983,56.515434944854114,23.92936538599187,-7.500837859786415,-13.350120434297875,2024-07,True,first-sale proxy,23.0,2,2,2-2,20.856717113993675,Watch,between target and broken - no trigger fired,2026-06,ES:Watch|FR:Watch|GB:Fix|IT:Watch,4,1,False
Vegavero,Amazon,VV-VITA-266,Moringa BIO | Dose Elevée : 2000mg | 180 Comprimés | SUPERFOOD : Multivitamines et Minéraux | 3 Mois | Antioxydant + Energie | VEGAN | Vegavero®,actual,10,2026-04,24703.12,112271.03,136974.15,-22832.440000000002,-54500.590000000004,-67268.24,-12767.75,109585.5,340604.27999999997,477578.43,42317.26,0.0,2,6,-49.11017151776449,32.173847022709175,-16.669159837823415,-39.788960179712745,-81.28401854047367,-77.99688842259664,2024-07,True,first-sale proxy,23.0,1,3,3-1,20.450986647730296,Fix,CM3% -49.1 vs target 20.5; no sales in last 2 months (OOS / delisted?),2026-06,DE:Fix|ES:Fix|FR:Fix|GB:Fix|IE:Fix|IT:Fix,6,6,False
Vegavero,Amazon,VV-VITA-274,Cystite Complex Vegavero® | 120 Gélules | 100% NATUREL : Avec D-Mannose + Canneberge + Ortie + Pamplemousse + Busserole | Sans Additifs | Confort Urinaire | VEGAN,actual,12,2026-06,17737.77,23059.82,40797.590000000004,26944.55,13121.5,8795.03,-4326.36,12338.18,38383.01,79180.6,21133.21,11976.050000000001,1,6,21.557719463331043,32.14489952716059,66.04446488138147,32.162439006813884,-10.587180063829546,-23.07932152115671,2024-07,True,first-sale proxy,23.0,2,1,1-2,19.265951542663228,Watch,between target and broken - no trigger fired,2026-06,DE:No data|ES:Watch|FR:Fix|GB:Watch|IT:Defend|NL:Scale,6,1,False
Vegavero,Amazon,VV-VITA-276,Vegavero Diosmine + Hespéridine | Avec Rutine + Marronnier d’Inde + Petit Houx | Circulation Sanguine et Hémorroïdes | 100% Naturel | 120 Gélules | VEGAN,actual,12,2026-06,190142.44999999998,144665.46,334807.91,194476.7,94020.99,59145.03,-34876.1,77159.36,260794.92,595602.83,136304.39,134372.81,0,6,17.665362207242953,29.586220467791318,58.08605298482943,28.0820695066613,-11.920858260548364,31.43596958112876,2024-07,True,first-sale proxy,23.0,1,2,2-1,21.051351111909593,Watch,between target and broken - no trigger fired,2026-06,DE:Scale|ES:Scale|FR:Defend|GB:Fix|IT:Watch|NL:Scale,6,1,False
Vegavero,Amazon,VV-VITA-277,Vegavero Vitamin B12 for Kids Spray | Natural Cherry Flavour | NO Artificial Additives | Children’s B12 Methylcobalamin & Cyanocobalamin | Natural Xylitol | 4 Months Supply | 125 Sprays | Vegan,actual,12,2026-06,19933.8,21201.329999999998,41135.13,26930.97,12367.53,9516.32,-2851.25,10392.130000000001,36212.04,77347.17,19908.45,13487.25,2,6,23.134289353163588,28.69799657793375,65.46951474323772,30.065615448401406,-5.563707224770162,-5.978540025554996,2024-07,True,first-sale proxy,23.0,2,1,1-2,22.175903370375416,Scale,"CM3% 23.1 >= target, sales -6% 3m",2026-06,DE:Fix|ES:Watch|FR:Watch|GB:Fix|IE:Scale|IT:Scale|NL:Fix,7,3,False
Vegavero,Amazon,VV-VITA-284,"Vegavero Organic Chaga Mushroom Extract | 6000 mg 10:1 Extract | 40% Polysaccharides, 30% Betaglucans | NO Additives | 120 Capsules | Vegan",actual,12,2026-06,22892.29,21256.75,44149.04,26570.51,12476.91,8862.1,-3614.6,13020.58,44911.08,89060.12,21882.68,14905.89,0,6,20.073143153282608,28.991910236850238,60.183664242755896,28.260886306927624,-8.91876708356763,7.694214778834962,2024-07,True,first-sale proxy,23.0,2,2,2-2,20.336925950043636,Watch,between target and broken - no trigger fired,2026-06,DE:Watch|ES:Scale|FR:Fix|GB:Fix|IE:Watch|IT:Watch|NL:Fix,7,3,False
Vegavero,Amazon,VV-VITA-286,Vegavero ZAAG PALMETTO + PYGEUM AFRICANUM | 500 mg zaagpalmetto-extract (20:1) & 200 mg pygeum-extract (2:1) | 45% vetzuren en 10% sterolen | VEGAN - Geen toevoegingen | 90 capsules,actual,12,2026-06,35313.65,81772.76,117086.41,76838.17,37499.08,29183.52,-8315.64,48632.68,144909.36000000002,261995.77,77816.2,15509.27,1,6,24.92477137184409,33.56075825605744,65.62518229058351,32.026842397849585,-8.635986884213349,-56.814897772803555,2024-07,True,first-sale proxy,23.0,1,1,1-1,20.244629293453862,Defend,"top seller at target margin, momentum negative",2026-06,BE:No data|DE:Watch|ES:Defend|FR:Defend|IE:No data|IT:Defend|NL:Defend,7,0,False
Vegavero,Amazon,VV-VITA-287,"Vegavero Organic Silica Supplement 300 mg | High Bioavailability | 100% Natural from Bamboo Extracts | Supports Hair, Skin and Nail Health | 120 Capsules | Vegan",actual,12,2026-06,23206.2,55281.45,78487.65,44063.35,19174.69,15107.37,-4067.2200000000003,28788.31,110600.37,189088.02,43895.68,21823.65,1,6,19.248085526831293,26.029126304007843,56.14048834434462,24.430200165248927,-6.78104077717655,-58.021723380989464,2024-07,True,first-sale proxy,23.0,1,2,2-1,20.115415853061446,Watch,between target and broken - no trigger fired,2026-06,DE:Watch|ES:Defend|FR:Watch|GB:Fix|IE:Fix|IT:Defend|NL:No data,7,2,False
Vegavero,Amazon,VV-VITA-295,Vegavero Blood Sugar Control | 4 Months Supply - 120 Capsules| Chromium Picolinate + Ceylon Cinnamon Extract + Gymnema Sylvestre Extract | Blood Glucose Metabolism* | Vegan,actual,12,2026-06,27375.19,31676.96,59052.15,38353.64,19247.92,13834.24,-5413.69,26338.89,79162.46,138214.61,40173.13,24103.079999999998,3,6,23.427157182253314,33.271944808183065,64.9487613914142,32.594782747114195,-9.84478762592975,-13.580122587521027,2024-07,True,first-sale proxy,23.0,1,1,1-1,20.834353084033594,Defend,"top seller at target margin, momentum negative",2026-06,ES:Scale|FR:Defend|GB:Fix|IE:Scale|IT:Defend|NL:Watch,6,1,False
Vegavero,Amazon,VV-VITA-297,Betacaroteno Plus Vegavero | Aceite Vitamina E + Astaxantina | ACTIVADOR BRONCEADO | TCM aceite | 120 Capsulas – Para 4 Meses | Sin Aditivos | Vegano,actual,12,2026-06,15556.46,14959.4,30515.86,16880.64,7565.97,2684.62,-4881.39,6213.92,25103.75,55619.61,8898.54,7963.36,4,6,8.797458108668737,24.752955235771548,55.31759550607455,24.793566361885265,-15.955497127102811,3.9912028557295045,2024-07,True,first-sale proxy,23.0,2,3,3-2,22.50405493956179,Fix,CM3% 8.8 vs target 22.5,2026-06,DE:Fix|ES:Fix|FR:Exit|GB:Fix|IE:Fix|IT:Scale|NL:Fix,7,6,False
Vegavero,Amazon,VV-VITA-298,Vegavero Zwarte MACA capsules + TRIBULUS | 5000 mg Maca zwart + 1.200 mg Tribulus Terrestris | Laboratorium getest | Geen toevoegingen | Veganistisch,actual,12,2026-06,19047.9,20468.25,39516.15,25148.87,12730.449999999999,7816.04,-4914.44,13328.44,41670.21,81186.36,21144.48,13668.96,3,6,19.779356035443733,31.985535950022815,63.64200459812,32.21581555895501,-12.206179914579081,-6.939284013044586,2024-07,True,first-sale proxy,23.0,2,2,2-2,19.62173691678011,Scale,"CM3% 19.8 >= target, sales -7% 3m",2026-06,DE:Scale|ES:Fix|FR:Scale|GB:Harvest|IT:Scale|NL:Scale,6,1,False
Vegavero,Amazon,VV-VITA-301,"Vegavero ZM+ capsules | Zink, magnesium, vitamine B6 | Premie: met AquaminTM marien magnesium, zinkaspartaat + citraat | Hoge biologische beschikbaarh",actual,12,2026-06,10399.89,13126.69,23526.579999999998,16438.56,8731.26,6985.63,-1745.6100000000001,8739.6,24004.66,47531.24,15725.23,6106.8,1,6,29.69250099249445,36.40793079343761,69.8722891299968,37.11232146788866,-6.715429800943159,-20.772944283745566,2024-07,True,first-sale proxy,23.0,3,1,1-3,21.04995437367087,Watch,between target and broken - no trigger fired,2026-06,DE:Watch|ES:Watch|FR:Fix|GB:Watch|IE:Defend|IT:Watch|NL:No data,7,1,False
Vegavero,Amazon,VV-VITA-303,"Vegavero BRANDNETEL Complex | 100% GROENTE | Met extracten van berk, paardenbloem en brandnetel | Alternatief voor drainagetabletten | 120 capsules | Vegan",actual,12,2026-06,36436.5,21309.07,57745.57,37399.159999999996,17995.3,4027.86,-13967.38,11056.86,36995.42,94740.99,15084.72,25436.0,3,6,6.9751844167440025,29.887104944341765,64.7654183688896,31.163083159452746,-22.91192052759776,70.99056880473901,2024-07,True,first-sale proxy,23.0,2,3,3-2,18.58556261965386,Fix,CM3% 7.0 vs target 18.6,2026-06,BE:No data|DE:Scale|ES:Fix|FR:Fix|IE:No data|IT:Fix|NL:Watch,7,3,False
Vegavero,Amazon,VV-VITA-304,Folsäure 400μg Kapseln | Premium: Quatrefolic 5-MTHF Folat | Rohstoff aus Italien | Kinderwunsch - Schwangerschaft | Ohne Zusatzstoffe | Deutsche Produktion Vegavero,actual,12,2026-06,17585.32,36845.27,54430.590000000004,35043.24,14289.51,10802.77,-3486.6600000000003,22175.58,85891.8,140322.38999999998,32978.35,16418.19,1,6,19.846872870567818,25.81804083742569,64.38151781929976,26.252719288914562,-5.971167966857873,-52.27251693365253,2024-07,True,first-sale proxy,23.0,1,2,2-1,19.146932483084132,Defend,"top seller at target margin, momentum negative",2026-06,DE:Watch|ES:Defend|FR:Fix|GB:Harvest|IE:Watch|IT:Defend|NL:Fix,7,2,False
Vegavero,Amazon,VV-VITA-307,Vitamine B3 Nicotinamide Vegavero® | 180 Gélules | Formule Pure (Flush Free) | Sans additifs | VEGAN,actual,12,2026-06,14992.37,15563.17,30555.54,20192.44,8037.41,5788.92,-2248.54,8435.14,34985.06,65540.6,14224.06,9503.74,3,6,18.945566008651785,24.110691821023032,66.08438273386756,26.30426430035273,-5.165125812371247,-3.6676332649453762,2024-07,True,first-sale proxy,23.0,2,2,2-2,18.852390401140674,Scale,"CM3% 18.9 >= target, sales -4% 3m",2026-06,DE:Watch|ES:Fix|FR:Fix|IE:Harvest|IT:Scale|NL:Fix,6,3,False
Vegavero,Amazon,VV-VITA-308,Enzym Komplex | Bromelain - Papain - Amylase - Lipase - Cellulase | Magensaftresistente DRCaps | Natürliche Verdauungsenzyme | Laborgeprüft | Ohne Zusatzstoffe | Deutsche Produktion Vegavero,actual,12,2026-06,14706.7,20281.89,34988.59,20995.5,10137.37,7602.71,-2534.59,11087.64,36929.36,71917.95,18690.35,8472.45,0,6,21.729112262025993,30.023915930305854,60.00670504298687,28.9733596009442,-8.294803668279862,-27.48851315138776,2024-07,True,first-sale proxy,23.0,2,1,1-2,20.146531856733958,Watch,between target and broken - no trigger fired,2026-06,DE:Watch|ES:Harvest|FR:Watch|GB:Fix|IE:Fix|IT:Watch|NL:No data,7,2,False
Vegavero,Amazon,VV-VITA-31,"Vegavero Papaya Enzyme | 2,100 mg Papain | 100% Natural: Carica Papay Fruit Extract | NO Additives | 120 Vegan Capsules",actual,12,2026-06,24995.91,25468.04,50463.95,31915.75,15666.45,11320.84,-4345.69,19955.6,63158.67,113622.62,31276.44,15625.24,0,6,22.43351937373115,31.595978826026577,63.24465286605587,31.04483497625533,-9.162459452295426,-1.8538136425103817,2024-07,True,first-sale proxy,23.0,2,1,1-2,20.92218338925823,Scale,"CM3% 22.4 >= target, sales -2% 3m",2026-06,DE:Defend|ES:Watch|FR:Watch|GB:Fix|IE:Harvest|IT:Scale|NL:No data,7,1,False
Vegavero,Amazon,VV-VITA-310,"Vegavero BERGAMOT Supplement | 1250 mg Extract (15:1) | 120 Capsules (2 Months Supply) | 40% BIOFLAVONOIDS | Citrus Bergamia | NO Additives, Lab-Tested | Vegan",actual,12,2026-06,63706.71,60699.55,124406.26,82231.92,44042.08,35145.88,-8896.11,22308.76,61442.44,185848.7,57454.64,39482.34,0,6,28.250893483977414,36.308388794455425,66.09950335296632,35.40181981196123,-8.05749531047801,4.954171818407214,2024-07,True,first-sale proxy,23.0,1,1,1-1,23.08186638293946,Defend,"top seller at target margin, momentum flat",2026-06,DE:Watch|ES:Defend|FR:Scale|GB:Watch|IE:Scale|IT:Defend|NL:Scale,7,0,False
Vegavero,Amazon,VV-VITA-311,"Vegavero NAC Supplement | 100% Pure N-Acetyl-Cysteine 600 mg | Lab Tested, NO Additives | 180 Capsules | Vegan",actual,12,2026-06,43541.81,80746.72,124288.53,75240.61,30836.27,20585.77,-10250.44,37883.16,146918.8,271207.33,58468.93,21771.39,1,6,16.562887983307874,25.785100341140826,60.5370503617671,24.81022987398757,-9.222212357832952,-46.07606352307562,2024-07,True,first-sale proxy,23.0,1,2,2-1,20.098914728646907,Watch,between target and broken - no trigger fired,2026-06,DE:Defend|ES:Watch|FR:Fix|GB:Fix|IE:Fix|IT:Watch|NL:No data,7,3,False
Vegavero,Amazon,VV-VITA-313,Vegavero BOSWELLIA SERRATA | 9450 mg 15:1 Extract 85% Boswellic Acids | NO Additives | Indian Frankincense Gum Resin Extract | Supports Healthy Bones and Joints | 120 Capsules | Vegan,actual,12,2026-06,36024.77,46081.24,82106.01,54405.46,26927.37,21436.02,-5491.4800000000005,28177.96,83174.9,165280.91,49613.98,25753.62,0,6,26.107735596943517,33.8779607790331,66.26245752290241,32.795857453065864,-7.770225182089586,-21.823349371674897,2024-07,True,first-sale proxy,23.0,1,1,1-1,20.991915682047015,Defend,"top seller at target margin, momentum negative",2026-06,DE:Watch|ES:Defend|FR:Watch|GB:Watch|IE:Scale|IT:Defend,6,0,False
